@relation R_data_frame

@attribute datasets {1048_jEdit_4.2_4.3,1049_pc4,1050_pc3,1054_mc2,1061_ar4,1063_kc2,1064_ar6,1065_kc3,1066_kc1-binary,1067_kc1,1068_pc1,1071_mw1,1073_jEdit_4.0_4.2,1075_datatrieve,1100_PopularKids,1121_badges2,1167_pc1_req,11_balance-scale,12_mfeat-factors,13_breast-cancer,1442_MegaWatt1,1443_PizzaCutter1,1444_PizzaCutter3,1446_CostaMadre1,1447_CastMetal1,1451_PieChart1,1452_PieChart2,1453_PieChart3,1455_acute-inflammations,1456_appendicitis,1459_artificial-characters,1460_banana,1461_bank-marketing,1462_banknote-authentication,1463_blogger,1464_blood-transfusion-service-center,1465_breast-tissue,1466_cardiotocography,1467_climate-model-simulation-crashes,1473_fertility,1475_first-order-theorem-proving,1479_hill-valley,1480_ilpd,1484_lsvt,1487_ozone-level-8hr,1488_parkinsons,1489_phoneme,1490_planning-relax,1491_one-hundred-plants-margin,1492_one-hundred-plants-shape,1493_one-hundred-plants-texture,1494_qsar-biodeg,1495_qualitative-bankruptcy,1498_sa-heart,1499_seeds,14_mfeat-fourier,1500_seismic-bumps,1501_semeion,1504_steel-plates-fault,1506_thoracic-surgery,1508_user-knowledge,1510_wdbc,1511_wholesale-customers,1512_heart-long-beach,1514_micro-mass,1519_robot-failures-lp4,1520_robot-failures-lp5,1523_vertebra-column,1526_wall-robot-navigation-v3,1527_volcanoes-a1,1528_volcanoes-a2,1529_volcanoes-a3,1530_volcanoes-a4,1531_volcanoes-b1,1533_volcanoes-b3,1535_volcanoes-b5,1536_volcanoes-b6,1539_volcanoes-d2,1540_volcanoes-d3,1547_autoUniv-au1-1000,1548_autoUniv-au4-2500,1549_autoUniv-au6-750,1551_autoUniv-au6-400,1552_autoUniv-au7-1100,1553_autoUniv-au7-700,1554_autoUniv-au7-500,1555_autoUniv-au6-1000,1556_acute-inflammations,1558_bank-marketing,1560_cardiotocography-v2,1565_heart-h-v3,1568_nursery-v3,1570_wilt,15_breast-w,1600_SPECTF,164_molecular-biology-promoters,164_molecular-biology_promoters,173_solar-flare,187_wine,18_mfeat-morphological,210_cloud,21_car,23_cmc,24_mushroom,25_colic,28_optdigits,292_Australian,299_libras_move,29_credit-a,307_vowel,30_page-blocks,310_mammography,311_oil_spill,31_credit-g,329_hayes-roth,333_monks-problems-1,334_monks-problems-2,335_monks-problems-3,336_SPECT,338_grub-damage,35_dermatology,36_segment,377_synthetic_control,37_diabetes,38_sick,3_kr-vs-kp,40474_thyroid-allbp,40475_thyroid-allhyper,40496_LED-display-domain-7digit,40499_texture,40733_yeast_v7,40734_satellite_image_v2,40735_ozone_level_v2,40736_libras_move_v2,40_sonar,43_haberman,444_analcatdata_boxing2,446_prnn_crabs,448_analcatdata_boxing1,450_analcatdata_lawsuit,451_irish,458_analcatdata_authorship,461_analcatdata_creditscore,463_backache,464_prnn_synth,466_schizo,469_analcatdata_dmft,470_profb,475_analcatdata_germangss,481_biomed,48_tae,49_heart-c,50_tic-tac-toe,51_heart-h,53_heart-statlog,54_vehicle,55_hepatitis,566_meta,56_vote,59_ionosphere,61_iris,679_rmftsa_sleepdata,685_visualizing_livestock,694_diggle_table_a2,8_liver-disorders}
@attribute PC1 numeric
@attribute PC2 numeric
@attribute PC3 numeric
@attribute PC4 numeric
@attribute PC5 numeric
@attribute PC6 numeric
@attribute PC7 numeric
@attribute PC8 numeric
@attribute PC9 numeric
@attribute PC10 numeric
@attribute PC11 numeric
@attribute PC12 numeric
@attribute PC13 numeric
@attribute PC14 numeric
@attribute PC15 numeric
@attribute PC16 numeric
@attribute PC17 numeric
@attribute PC18 numeric
@attribute PC19 numeric
@attribute PC20 numeric
@attribute PC21 numeric
@attribute PC22 numeric
@attribute PC23 numeric
@attribute PC24 numeric
@attribute PC25 numeric
@attribute PC26 numeric
@attribute PC27 numeric
@attribute PC28 numeric
@attribute PC29 numeric
@attribute PC30 numeric
@attribute PC31 numeric
@attribute PC32 numeric
@attribute PC33 numeric
@attribute PC34 numeric
@attribute PC35 numeric
@attribute PC36 numeric
@attribute PC37 numeric
@attribute PC38 numeric
@attribute PC39 numeric
@attribute PC40 numeric
@attribute Class {Defaults,Tuning}

@data
11_balance-scale,0.73985,4.619638,-0.309567,1.676299,-2.098534,0.754137,1.409734,-1.202917,-0.273327,1.204165,0.822128,-1.770537,-0.921095,-0.579963,-0.945052,-0.03269,0.371955,-0.861697,0.509753,0.960693,-0.234696,0.428388,1.086672,0.273194,-0.408018,0.147335,0.574299,0.348052,0.506374,-0.614325,1.357768,-0.972844,-0.058362,0.594405,-0.123088,-0.000456,-0.48944,0.219653,0.161538,0.48751,Defaults
1460_banana,-1.215864,3.182953,1.668293,4.088051,-1.539566,2.020567,-0.07026,2.668874,-2.053526,2.340777,2.501362,-0.638011,-0.73884,-1.736066,0.022028,0.203694,0.157686,0.224122,1.081596,0.257136,-2.411919,0.333239,0.44573,1.904317,-1.155336,0.405754,-1.127009,0.495537,0.294343,0.9313,0.095942,0.612207,0.230161,0.104843,-0.118863,-1.00865,0.94451,-0.172721,-0.319276,-0.349931,Tuning
1461_bank-marketing,-2.951491,1.537416,-0.557944,-0.499058,0.723221,-2.329319,0.134825,-1.049452,0.923211,-0.488263,-0.013162,-0.777916,0.235998,0.215403,0.077132,-0.074804,-0.181679,-0.951656,-0.529037,-0.141032,-0.941367,0.861106,0.006921,0.246715,0.262812,-0.638057,-0.010702,0.302053,0.119768,-0.448284,0.16587,-0.29844,0.204335,0.325861,0.232235,-1.038671,0.658113,0.218667,-0.235416,-0.090939,Defaults
1462_banknote-authentication,-0.67468,1.491156,-0.335643,0.889619,-4.944773,0.431465,1.441604,2.277465,0.827461,3.257038,0.24558,-0.65437,0.076566,-0.437559,-1.976441,-0.002213,-1.811002,0.675804,-0.154736,0.614553,-0.260791,-0.46245,-1.345399,0.632372,-0.358723,-0.056101,0.421418,-0.836041,0.068753,0.004747,0.814671,-0.091086,-0.574128,-0.38,0.747207,-0.155517,-0.241631,0.382323,0.015303,-0.393677,Defaults
1464_blood-transfusion-service-center,-1.573703,2.818307,-0.950024,-0.034037,1.045514,0.988336,1.341796,1.000781,-0.413036,0.628351,0.99879,1.12296,0.332752,-0.601854,1.052293,0.185111,-0.220835,0.395116,-0.420463,0.420514,-1.197518,0.064733,0.008957,-0.599119,0.862953,-0.710942,0.992494,0.292378,-0.111781,0.068638,0.265887,0.091053,0.385404,0.503129,-0.013221,0.234671,-0.05541,-0.043442,-0.235711,-0.396555,Defaults
15_breast-w,-2.483803,-0.607678,-0.947299,-1.031743,-2.967127,0.099762,0.889801,1.148691,1.198524,0.916615,-0.16523,-0.981509,-0.990099,-0.194983,-2.471197,0.446853,-1.511412,-0.50878,0.218971,1.093827,-0.281747,-0.214702,-0.794563,0.321583,-0.525238,0.316416,1.01365,-0.519647,0.482698,-1.426061,-0.298965,-0.032858,-0.840036,0.408358,-0.159746,-0.000746,0.138476,0.118656,-0.114876,-0.378437,Defaults
1465_breast-tissue,4.788596,0.538642,-0.319174,1.526787,0.84665,2.287439,-0.055609,-1.551329,-1.255302,-1.120339,-1.851475,-0.952158,-0.699942,-0.040644,-0.747811,0.632133,-0.158409,-0.823915,-0.149836,0.604101,2.298334,-0.751303,0.272764,-0.489391,-0.144208,0.383739,-0.400736,-0.831552,0.437747,0.051347,-0.061388,0.0136,0.147329,0.690127,-0.325129,-0.052133,-0.104094,0.005475,-0.225407,-0.007418,Defaults
8_liver-disorders,4.5659,-0.74524,1.217891,1.345987,3.577913,1.386734,0.300505,-0.880545,-1.382713,-1.210386,-1.90537,-0.029034,1.484259,-0.543228,-1.1733,-0.31733,-0.08346,-0.815048,0.246164,-0.299759,0.800602,0.038396,-0.607018,-0.719144,0.993326,1.109869,1.257168,-0.611017,-0.613834,0.672843,0.086657,0.246801,0.319437,-0.399307,-1.017419,0.258521,-0.025558,0.26612,-0.491942,0.011632,Defaults
21_car,0.659035,4.578562,0.466534,2.560853,-1.520035,-2.481646,0.111046,-2.183104,1.050564,-0.368431,-0.093719,0.470972,2.222849,1.009344,0.494868,-1.453606,0.774982,0.571332,-1.38231,0.307801,0.034004,0.615122,-1.000741,-0.788987,0.562934,1.157485,1.167575,1.313962,-1.03891,-0.429022,-0.278546,-0.473045,0.066757,0.674605,-0.437681,0.340711,-0.16164,0.483126,-0.315613,-0.599496,Tuning
1560_cardiotocography-v2,-2.59578,-1.9928,0.706567,-3.294223,-0.180162,-0.332016,-0.337642,1.086728,0.142611,-0.194764,-0.723858,-0.244505,0.940668,-0.29595,-0.451979,-0.33698,0.044947,0.026452,-0.282401,0.046281,-0.353558,0.393334,1.656937,-0.444369,0.617372,0.434751,-0.911505,0.123122,0.244052,-0.526739,0.200769,-0.39231,0.801895,0.300843,0.151629,-0.139982,-1.071213,-0.229265,0.471012,-0.139005,Defaults
1467_climate-model-simulation-crashes,-3.181622,0.71332,0.190192,-0.518636,-0.298408,0.959775,0.385249,-1.05056,1.988592,-0.362493,-0.503152,2.869326,0.561903,-1.631517,0.065453,-0.71073,-0.246498,-0.685296,-0.543935,-1.136846,-0.513373,0.812376,0.110704,-0.600972,0.43883,-1.08596,-0.988557,-0.200775,0.894034,-0.883219,0.111515,0.009003,0.739639,-0.036903,-0.191499,-0.540496,0.138803,0.31164,-0.11166,-0.060093,Defaults
210_cloud,12.210215,-3.19306,2.868269,1.696231,4.29368,-3.28025,6.430845,-0.876136,-4.198499,0.827277,-5.931656,6.753226,-3.093757,5.172601,-4.432043,-0.650585,-1.060487,2.270377,2.426455,1.337804,-2.019229,2.879079,0.506526,-0.019016,-0.225296,-0.518758,-0.561248,0.954005,-0.308578,0.317933,0.063019,0.07808,-0.269576,0.244714,0.213891,-0.257829,-0.063581,0.04237,0.008822,0.073386,Tuning
23_cmc,2.031556,0.641396,-1.468194,2.659034,1.956341,0.259139,-1.210845,0.420967,-0.771123,-1.384686,0.278536,-0.024468,1.002134,-0.152656,0.706331,-0.298736,-0.386696,-0.410622,-0.589451,0.236582,-1.443605,0.160613,-0.621394,0.205105,-0.050116,0.61632,0.516766,0.318299,-0.581686,0.209348,-0.387857,0.187277,0.134959,0.161697,0.1339,-0.147738,-0.113569,-0.133575,0.279056,0.093571,Tuning
40_sonar,-0.008399,-0.487336,-2.398956,-0.188747,-1.861361,1.25788,-1.160859,-0.608084,0.192886,-0.18778,-0.190801,-1.163579,-2.564409,-0.348447,-1.52955,0.939703,-1.073159,0.54123,0.180119,-0.399403,0.759496,0.153727,0.465238,0.231845,0.188393,0.491937,0.195039,-0.033926,0.660488,0.279851,-0.495057,-0.182134,0.147601,0.393566,0.031548,-0.357139,-0.266069,0.138802,-0.206479,-0.171076,Defaults
307_vowel,6.683604,3.935993,1.864357,-0.46955,-2.684062,-1.610143,0.983885,-0.096423,0.683651,0.440333,-1.153878,-0.995,0.165809,0.641282,1.506442,-1.164256,-0.615828,-0.070831,0.051574,0.531592,0.113223,-1.370132,-0.387916,-0.377209,1.004625,-0.132192,0.380087,0.712045,0.104663,1.336513,0.593582,0.117695,0.18722,-0.081468,0.110182,-0.259967,-0.390213,-0.362384,-0.686297,0.751617,Tuning
35_dermatology,3.1354,-4.556976,-1.016542,-1.238144,-2.805274,-3.85836,-2.846083,-0.259425,0.577584,0.603083,-2.153992,1.441313,4.879388,0.018136,0.796094,0.329662,0.605367,1.653556,-1.794305,1.237327,-1.57506,-1.394923,6.248648,-0.631763,-0.526207,1.66134,0.001538,-0.820542,0.217919,0.191117,0.903192,1.265297,-0.426486,-0.288928,0.189247,-0.067623,0.336601,0.446591,0.09391,0.213343,Tuning
1473_fertility,-4.195047,-1.38822,-1.311295,0.176443,1.115375,2.823269,1.700844,-3.38285,0.506783,-0.409323,-0.928994,1.820307,-0.331178,-0.008845,-0.583681,0.664665,1.617853,-0.873857,-0.067912,0.848892,1.438122,-2.595043,0.015873,3.053669,1.220557,-0.394403,-0.847968,1.544222,0.702879,0.100922,-0.113947,0.397389,-0.688124,0.124983,-0.010955,0.045333,-0.046178,0.239434,0.207574,-0.435942,Tuning
1475_first-order-theorem-proving,1.572037,0.439276,1.49911,-1.644992,4.215972,-0.053469,-1.718353,2.123288,-1.512914,-2.037968,0.257931,-0.90969,0.91548,-0.24482,-0.691257,-0.220662,-0.512159,-0.566864,1.251862,-0.197319,0.325614,-0.237359,-0.519205,1.043159,0.936554,1.405455,0.177679,0.45135,0.064783,0.151003,0.019853,-0.076222,0.282337,0.261911,0.843127,-0.263346,0.006631,0.388114,0.513602,-0.229703,Defaults
173_solar-flare,-6.32386,-5.75123,0.03505,2.135292,2.007101,0.293385,1.71315,-5.24054,1.230697,-1.096034,0.211206,-0.829878,1.382256,1.042447,1.595798,-3.669514,-0.469822,2.127578,0.861252,1.360604,0.246028,-0.628961,-0.321681,1.20633,0.351745,-0.408586,0.69682,-0.192049,0.632308,-0.131546,0.036576,-0.263057,-0.250542,-1.021052,-0.2252,-0.267403,-0.143243,0.202691,-0.136801,-0.22415,Defaults
43_haberman,-0.625196,4.068667,-1.473488,2.212234,0.066038,-0.226718,1.923282,-0.03602,-0.703575,1.886695,1.589202,0.22547,0.367289,-0.362327,-0.74372,-0.381253,0.146518,-0.547565,-0.112446,1.470327,-0.696934,-0.614394,-0.341103,-0.109821,-0.519444,-0.055169,0.046509,-0.181506,0.255036,-0.725549,0.423685,0.574892,0.331577,0.291935,-0.039588,-0.341603,-0.029475,-0.252227,-0.21384,-0.348907,Defaults
329_hayes-roth,2.141499,3.137617,-1.495592,1.348702,-1.158708,1.592315,0.595518,0.352638,-0.373523,-0.271739,0.893233,2.350742,-0.476369,-0.309999,0.158208,-0.455832,0.836403,0.042352,0.043616,1.693635,1.697069,-1.248406,0.661519,-1.05594,-0.131156,-0.56369,-0.1574,0.477234,0.848196,0.063353,0.416218,-0.460725,0.853388,1.210785,0.361514,0.962304,0.086986,-0.218186,-0.161385,-0.154177,Defaults
49_heart-c,-0.139687,-1.041458,-2.870342,1.626777,-1.527171,0.018876,-0.950036,0.088715,0.344206,-0.573116,0.010969,-0.882624,-0.972,0.154467,-1.071739,0.771112,-1.082226,0.048519,-0.811915,0.245509,0.213028,0.625275,0.225901,0.045625,0.188068,-0.337992,0.172712,0.021743,0.546635,-0.000049,-0.473012,0.014974,-0.204463,-0.004782,-0.224932,-0.160464,-0.163832,-0.07642,-0.058382,0.088181,Defaults
51_heart-h,-1.049512,-1.345913,-2.668813,0.752652,-0.691636,-0.393906,-0.733566,0.876547,0.531111,-0.740065,0.3908,1.105656,0.380072,-0.03326,-0.910441,-0.261327,-0.465518,-0.151797,-0.706558,0.375593,0.542802,0.039538,-0.097986,0.008047,-0.174822,-0.320069,0.430588,-0.027001,0.287255,-0.143609,-0.272951,0.161637,-0.04109,0.081639,0.230494,-0.218668,-0.00724,-0.617121,0.010513,0.158019,Defaults
1512_heart-long-beach,4.380947,1.981709,-0.457094,0.476894,2.611353,2.073658,-0.660398,-0.632374,-1.361327,-1.391036,-1.254564,-0.573048,0.027342,-0.792225,-0.83903,0.599361,-0.388465,-0.026322,-0.081626,0.163067,0.889058,-0.793447,-0.064586,-0.578772,-0.106069,0.517993,-0.17708,-0.143201,0.285819,0.600168,0.119316,-0.687002,0.427235,-0.630425,0.611781,0.041894,0.645601,0.291615,0.196,-0.359635,Defaults
1565_heart-h-v3,0.849083,1.899767,-0.135031,-1.262106,1.705613,0.835803,0.140391,-0.015161,-0.014146,-1.243202,-0.374832,1.996182,1.074165,-0.799726,-0.840267,-0.349091,0.367776,-0.129959,0.097959,0.477829,1.078723,-0.642133,-0.2203,-1.060629,0.227511,0.272928,0.552752,0.204391,0.015972,-0.065944,-0.103703,-0.944403,0.273695,-0.758233,0.708341,0.197367,0.233722,-0.163663,0.404797,-0.244769,Defaults
55_hepatitis,-2.415427,-1.725159,-2.388982,0.662412,-0.134708,0.073604,-0.10881,-1.618024,0.630448,-1.15146,-0.322424,1.422823,0.554392,0.416213,0.002522,-0.071339,0.937182,-0.640684,-0.417886,0.491529,0.344755,0.245822,0.194938,0.600837,-0.615104,-0.065969,-0.436742,-0.063353,0.421517,-0.197956,-0.35492,-0.325843,0.694941,-0.03223,0.122271,0.064615,0.032013,-0.264098,-0.34404,0.135685,Defaults
1479_hill-valley,-0.101761,-1.216306,-2.538455,-0.683323,2.98262,2.681248,-0.77236,2.275067,-1.468322,0.028091,1.48709,0.021463,-1.67982,0.11106,1.615475,0.963359,0.412959,1.089502,1.629931,-1.486243,-1.897048,0.302575,-0.428219,0.574738,-0.285429,0.945397,1.590443,-0.863725,-0.258159,1.167616,0.427345,0.115161,-0.103547,0.005457,-0.530011,0.380646,-0.953292,0.15722,-0.007914,0.517043,Tuning
25_colic,-0.22534,-7.592276,-3.672096,1.873206,3.680694,-12.539386,2.960516,2.057717,-3.407586,3.80519,-1.114498,-0.687953,-6.186488,-3.903909,-0.369845,-4.672089,0.39096,-2.648181,-1.96609,-2.616352,0.136634,-2.725205,0.674729,-0.052537,-0.03232,0.182164,0.563129,0.553439,0.006819,0.071623,-0.124349,-0.186915,0.485988,-0.384443,-0.4387,0.512679,0.366263,0.358408,0.287974,-0.081755,Tuning
1480_ilpd,-0.211373,5.933289,-1.790639,-0.763642,0.486768,-0.638252,0.423989,0.709281,0.446605,-0.552326,1.427802,2.664193,-0.072519,-0.473275,0.608594,-0.41823,-0.203285,0.52939,0.345575,1.36084,0.521975,-0.767864,-0.190278,-0.45465,0.489449,-0.207577,0.065751,-0.065485,-0.586984,-0.120178,-0.469082,0.358973,0.112032,-0.286693,0.145797,0.253358,0.426568,-0.125434,-0.180326,-0.009774,Defaults
59_ionosphere,-1.395735,-1.544096,-1.247009,-0.316852,-1.918595,1.417038,-0.222933,0.704109,0.980086,-0.151784,-0.178287,1.451968,-0.499254,-0.973269,-1.142256,-0.082289,-0.655245,0.318016,-0.008048,-0.715898,0.293743,0.170101,-0.392759,0.01853,0.102161,0.052028,0.635841,-0.13056,0.67353,-0.63136,-0.275181,0.132238,-0.001268,0.118145,-0.095889,-0.209792,-0.218249,0.207291,-0.200224,0.092157,Defaults
61_iris,0.421672,-3.367428,-0.577594,0.297835,-2.92318,2.524489,1.459847,1.231658,0.204787,0.489036,-0.138649,-0.173443,-1.061458,0.55646,1.093687,-0.467058,0.218065,-1.017049,1.300261,0.294498,-0.522356,0.279322,0.317536,0.311475,-0.649759,0.903876,0.154377,-0.33222,0.055475,-0.845245,-0.036034,-0.155093,-0.271973,-0.021581,0.043867,0.971213,0.178636,0.022455,0.096622,0.167632,Defaults
3_kr-vs-kp,0.138533,-1.979974,-2.93842,1.300477,-1.542883,-4.626133,-3.108477,0.951663,2.338167,-2.238851,1.933014,1.904886,1.924358,0.370034,-1.898745,0.817172,1.056156,-0.261567,2.605738,-0.742905,-0.379883,-1.726208,-0.206567,-0.189124,-0.20085,-1.554452,0.467609,0.366365,-0.009565,0.872861,-0.34801,-0.440181,-0.896463,-0.02458,-0.240891,-0.114753,0.300402,-0.014825,-0.598146,0.239646,Defaults
40496_LED-display-domain-7digit,5.661444,1.638193,0.972865,-0.653017,1.65525,0.390897,0.273006,-0.404224,-1.313895,-0.698091,0.059721,-3.563979,0.439987,-0.11442,-1.40308,0.940032,-0.236338,-0.981029,0.477729,0.233212,0.673522,0.217962,1.339269,0.421214,-0.761717,-1.386957,1.586488,1.492727,0.272543,-1.415327,-0.146137,0.54057,-0.682055,-0.342277,0.775388,0.52018,-0.02883,0.223667,0.255315,0.305321,Tuning
1484_lsvt,-0.870421,-4.187614,-2.456082,-4.081596,-0.233599,1.583822,-4.034887,-2.34953,-3.362131,3.848076,1.037331,1.128479,0.357588,-0.01096,-0.933962,1.313917,-1.353324,1.557794,-1.115008,0.28928,-0.655145,-0.787893,2.513356,-0.252288,1.705919,1.790281,-0.561053,-0.286536,-1.301907,-0.962592,-0.634386,-1.156151,0.131044,-0.018881,-0.279517,-0.09838,0.266899,-0.708109,-0.436863,-0.310217,Defaults
310_mammography,-7.933901,4.295701,7.826437,-0.362652,-0.338648,-2.996772,-2.208734,2.465127,-1.87268,0.009123,-0.250926,0.213297,-1.917057,1.914795,0.337616,1.819656,0.530463,0.425287,-1.253885,1.794697,0.617922,0.055706,0.496452,2.016635,-0.944118,-1.150563,0.862109,-0.573797,-0.319188,-0.785744,0.038381,-0.158784,1.843022,-1.168216,0.044416,0.703194,-0.420478,-0.207052,0.291463,0.377042,Tuning
566_meta,7.890566,-1.045883,2.532879,2.574151,13.836624,3.147942,-5.82173,2.453803,12.113813,8.930009,-0.955713,-0.036781,-1.740363,2.339655,0.316576,-0.263253,0.374907,-0.392665,0.125992,-0.242794,0.807207,-0.052387,0.409586,-0.150239,-0.221076,0.106588,0.175359,0.605582,-0.095666,-0.430994,0.108518,0.022499,0.111797,-0.011875,0.083412,-0.262072,0.055656,-0.232961,0.142013,-0.003785,Tuning
14_mfeat-fourier,5.901611,-0.173451,2.105292,-1.653295,-2.707713,-0.060009,-1.358286,0.462519,0.990207,-0.797622,-0.877585,0.413714,0.706191,-1.018334,0.341918,-0.754539,-0.451856,0.33955,0.137116,-0.599653,-0.025394,-0.471075,0.683895,0.433106,0.566134,-0.307466,-0.025676,0.225062,-0.81422,-0.537724,-0.667645,0.516485,0.039035,0.180386,-0.350164,-0.890029,-0.671322,1.148562,-0.076827,0.298913,Defaults
1514_micro-mass,6.698619,-3.02015,1.181236,-10.529192,-2.087878,0.275792,-9.806353,-7.150425,-6.762147,6.64889,5.110374,2.520086,-0.149677,1.867321,0.224024,-1.435091,-1.226403,-2.421206,0.192273,-0.032118,-0.153295,0.877032,-1.914717,0.074965,0.034896,-0.665469,0.228936,0.067687,0.621634,0.27293,0.408968,0.342662,-0.247248,-0.002091,0.04456,0.159016,0.064725,0.086324,0.222798,0.052527,Defaults
164_molecular-biology-promoters,-0.677847,-0.128092,-0.629336,-0.308919,-0.280679,1.117509,0.269917,-0.142085,0.563017,-0.617251,-0.066392,0.305219,-0.283251,-0.661928,0.096532,-0.181444,-0.197116,-0.393509,0.100667,-0.581936,-0.184869,0.381924,0.152981,-0.349331,0.405697,-0.306185,0.435362,0.459938,-0.046761,-0.179801,-0.009691,-0.00373,0.825054,0.28291,0.270724,-0.143235,0.198841,0.065165,-0.201574,0.37335,Defaults
333_monks-problems-1,0.795792,1.087558,-3.092927,3.146195,-2.237196,-0.808601,-1.24972,0.837542,0.894989,-0.961708,1.356471,1.754576,0.647253,0.742986,0.324043,-1.135999,-0.33125,0.372573,-0.918706,0.385558,0.559675,0.787699,-0.702388,0.226297,-0.083647,0.975067,-0.068829,1.194723,0.442315,0.822605,-0.155284,0.514215,0.378149,-0.568264,-0.10632,0.239164,0.007865,0.097541,-0.02315,-0.142031,Tuning
334_monks-problems-2,2.021081,10.783292,-2.473035,4.699961,-1.48845,-2.753633,0.217183,-3.860628,1.779335,2.029284,1.623665,-2.177084,-1.425822,1.721792,0.710171,-0.017937,-0.74287,0.972906,-0.487033,1.542995,-0.319347,0.364767,0.841448,0.723666,-0.305201,0.927098,-0.645989,0.021914,-0.163169,1.531223,-0.648648,0.214388,0.504417,0.667714,-1.052552,0.779363,0.158959,0.371739,-0.084906,-0.650909,Tuning
335_monks-problems-3,-0.321792,-1.661187,-3.113488,3.392938,-2.903003,-0.69956,-1.273495,0.121608,0.829811,-0.713613,0.586862,-0.986995,-0.459467,1.379469,-0.859316,-0.135769,-0.770359,-0.171386,-1.292564,0.166977,0.459248,1.351905,-0.356287,0.08617,0.358705,0.430461,0.030714,0.669995,0.918162,-0.018758,0.044207,0.259662,-0.335804,-0.35208,-0.093195,0.061616,-0.296693,0.15017,0.420803,0.241853,Defaults
40736_libras_move_v2,7.842108,2.234949,2.258088,-2.077337,-2.163182,-0.236167,0.520383,-2.267628,0.318416,-0.503345,-1.644071,-1.341772,-0.655244,0.816893,1.434049,0.566714,-1.146429,0.308042,0.145074,-1.450352,1.084035,-1.193713,0.157606,-0.35008,-1.053303,0.326553,-0.138752,0.135805,0.372416,0.495502,-0.604535,0.181954,0.132767,0.644994,0.147792,-0.123757,0.238863,0.022987,-0.077797,0.495782,Defaults
12_mfeat-factors,5.522298,-1.355249,2.818367,-3.02326,-2.933965,0.262192,-1.306231,0.119548,0.676184,-0.539902,-0.312357,1.598067,1.080003,-0.476617,1.274838,-1.532523,-0.183213,-0.827112,0.651813,-1.339897,-0.131457,0.263669,0.105131,0.814505,-0.313982,-0.466021,-0.108969,0.62319,0.520743,-0.434293,0.442743,0.611068,0.310743,0.006185,-0.349611,-0.16384,-0.512988,0.125984,-0.277359,0.011211,Defaults
24_mushroom,-0.895757,-5.327871,-1.883529,2.221581,-2.518341,-4.286833,-1.697532,1.292212,1.316809,-0.650863,1.274503,-0.919885,0.325214,2.089819,-1.498341,0.959784,0.555094,-0.338778,2.36799,-1.612657,-0.249175,-1.573487,-0.110828,-0.307098,1.721671,-1.088046,-0.068289,-1.150259,-0.054715,1.175141,0.555176,-0.313174,-0.155083,0.583626,0.139432,-0.682435,0.330007,-0.644134,-0.173023,-0.512353,Defaults
1568_nursery-v3,0.693753,-1.277202,3.099036,4.760947,-1.235266,-1.816452,-4.445872,2.470184,-1.410298,-2.132444,-0.972381,1.188073,0.815251,1.986347,-0.23437,-0.208669,1.166992,0.436307,-2.22025,0.665863,1.509148,0.612577,-0.825939,1.939918,0.422592,-0.02273,0.801957,-1.292064,-1.100807,-0.98102,0.754156,-1.68994,0.432544,0.976732,-1.263424,-1.06945,1.046894,0.564826,0.905482,0.601969,Tuning
28_optdigits,5.125137,1.528961,2.976075,-3.552068,-2.027297,-1.825821,-1.039326,1.330366,0.720023,-1.279323,-0.529043,-2.09575,-0.245885,0.334244,0.925228,-0.87772,-0.368662,-0.524415,0.619886,-0.110557,0.520404,-0.088146,-0.076545,1.468891,0.049486,-0.881005,-0.911919,0.78557,-0.470727,0.110287,0.255518,0.373134,0.353017,0.345162,0.174156,-0.779611,-0.319097,0.053188,-0.281004,0.17798,Defaults
1487_ozone-level-8hr,-2.598273,7.135826,1.571693,-1.96384,-1.925509,-2.11835,0.166383,-4.032203,2.594093,-0.877467,-1.221904,0.563917,-1.786376,-0.46731,0.483799,-0.205734,-1.688648,1.240431,0.312994,-2.384116,0.34369,0.236294,-0.319253,0.568201,0.604192,0.989561,0.094104,-0.93019,-1.846605,0.226935,0.117314,0.582344,-0.222958,0.148213,1.054416,0.484144,0.249865,0.068196,0.231187,-0.189509,Defaults
40735_ozone_level_v2,-3.397177,6.758595,1.598784,-2.039027,-1.549605,-1.747558,-0.118384,-3.452556,2.816305,-0.581601,-1.590639,1.686047,-1.45919,-0.704488,0.113461,-0.704235,-1.012823,0.570231,-0.292762,-1.379903,0.682296,0.783118,-0.357465,0.979133,0.663659,0.931224,-0.09279,-1.639768,0.145343,0.262061,0.508186,0.567283,-0.747491,-1.14739,0.114048,-0.136607,0.298288,-0.082926,0.10734,0.611026,Defaults
30_page-blocks,-4.037152,1.753824,4.031334,-2.924681,0.193012,-1.770639,0.346531,1.197644,-0.708991,0.308243,-0.899146,-1.089378,0.347998,1.165199,0.640998,0.587528,1.043958,-0.556965,-0.524526,1.084021,0.402597,0.365314,0.2804,-1.067428,0.154124,-0.424305,0.163206,-0.188546,-0.480253,0.735124,-0.517719,0.030506,-0.48196,-0.861781,-0.776207,-0.254838,-1.382725,-0.216627,0.322496,-0.446062,Defaults
